BBL,Borough,Block,Lot,CD,CT2010,CB2010,Address,BldgClass,Tract2010
1000787505,MN,78,7505,101,15.02,1002,72 NASSAU STREET,RM,00150200
1000787506,MN,78,7506,101,15.02,1003,102 FULTON STREET,RM,00150200
1000787507,MN,78,7507,101,15.02,1003,59 JOHN STREET,RM,00150200
1000787508,MN,78,7508,101,15.02,1002,45 JOHN STREET,RM,00150200
1000787509,MN,78,7509,101,15.02,1002,7 DUTCH STREET,R1,00150200
1000787510,MN,78,7510,101,15.02,1003,110 FULTON STREET,RM,00150200
1000790002,MN,79,2,101,15.02,1000,85 NASSAU STREET,K4,00150200
1000790003,MN,79,3,101,15.02,1000,83 NASSAU STREET,V1,00150200
1000790004,MN,79,4,101,15.02,1000,79 NASSAU STREET,D6,00150200
1000790006,MN,79,6,101,15.02,1000,75 NASSAU STREET,D6,00150200
1000790010,MN,79,10,101,15.02,1000,17 JOHN STREET,HS,00150200
1000790014,MN,79,14,101,15.02,1000,15 JOHN STREET,O6,00150200
1000790015,MN,79,15,101,15.02,1000,200 BROADWAY,T9,00150200
1000790025,MN,79,25,101,15.02,1000,144 FULTON STREET,K2,00150200
1000790026,MN,79,26,101,15.02,1000,142 FULTON STREET,D5,00150200
1000790027,MN,79,27,101,15.02,1000,140 FULTON STREET,V1,00150200
1000797501,MN,79,7501,101,15.02,1000,138 FULTON STREET,RM,00150200
1000797502,MN,79,7502,101,15.02,1000,130 FULTON STREET,RM,00150200
1000797503,MN,79,7503,101,15.02,1000,71 NASSAU STREET,RM,00150200
1000800001,MN,80,1,101,13,1008,195 BROADWAY,O4,001300
1000800004,MN,80,4,101,13,1008,55 CHURCH STREET,H1,001300
1000840036,MN,84,36,101,21,2007,7 WORLD TRADE CENTER,O4,002100
1000847501,MN,84,7501,101,21,2008,140 WEST STREET,RM,002100
1000860001,MN,86,1,101,21,1010,90 CHURCH STREET,O7,002100
1000870001,MN,87,1,101,13,1009,209 BROADWAY,M1,001300
1000880002,MN,88,2,101,21,1011,14 VESEY STREET,O7,002100
1000880004,MN,88,4,101,21,1011,18 VESEY STREET,M3,002100
1000880005,MN,88,5,101,21,1011,20 VESEY STREET,O6,002100
1000880008,MN,88,8,101,21,1011,26 VESEY STREET,K2,002100
1000880010,MN,88,10,101,21,1011,30 VESEY STREET,O6,002100
1000880011,MN,88,11,101,21,1011,22 BARCLAY STREET,M1,002100
1000880014,MN,88,14,101,21,1011,10 BARCLAY STREET,D8,002100
1000880018,MN,88,18,101,21,1011,225 BROADWAY,O4,002100
1000890001,MN,89,1,101,15.01,1005,99 NASSAU STREET,O6,00150100
1000890002,MN,89,2,101,15.01,1005,141 FULTON STREET,K4,00150100
1000890003,MN,89,3,101,15.01,1005,143 FULTON STREET,H2,00150100
1000890012,MN,89,12,101,15.01,1005,222 BROADWAY,O4,00150100
1000900001,MN,90,1,101,15.01,1004,1 PARK ROW,K2,00150100
1000900007,MN,90,7,101,15.01,1004,23 PARK ROW,D6,00150100
1000900017,MN,90,17,101,15.01,1006,113 NASSAU STREET,D7,00150100
1000900022,MN,90,22,101,15.01,1004,19 ANN STREET,Z9,00150100
1000900023,MN,90,23,101,15.01,1004,17 ANN STREET,S5,00150100
1000900024,MN,90,24,101,15.01,1004,15 ANN STREET,S5,00150100
1000907501,MN,90,7501,101,15.01,1004,15 PARK ROW,RM,00150100
1000907502,MN,90,7502,101,15.01,1006,105 NASSAU STREET,RM,00150100
1000907503,MN,90,7503,101,15.01,1006,5 BEEKMAN STREET,RM,00150100
1000909014,MN,90,9014,101,15.01,1006,BEEKMAN STREET,Z9,00150100
1000910009,MN,91,9,101,15.01,1015,121 FULTON STREET,O9,00150100
1000910013,MN,91,13,101,15.01,1015,129 FULTON STREET,O5,00150100
1000917501,MN,91,7501,101,15.01,1015,119 FULTON STREET,RM,00150100
1000917502,MN,91,7502,101,15.01,1015,111 FULTON STREET,RM,00150100
1000917503,MN,91,7503,101,15.01,1015,42 ANN STREET,RM,00150100
1000920003,MN,92,3,101,15.01,1007,167 WILLIAM STREET,D5,00150100
1000920010,MN,92,10,101,15.01,1007,57 ANN STREET,G1,00150100
1000920013,MN,92,13,101,15.01,1007,55 ANN STREET,K4,00150100
1000920014,MN,92,14,101,15.01,1007,49 ANN STREET,H2,00150100
1000920017,MN,92,17,101,15.01,1007,47 ANN STREET,D9,00150100
1000920023,MN,92,23,101,15.01,1007,35 ANN STREET,K2,00150100
1000920024,MN,92,24,101,15.01,1007,116 NASSAU STREET,O3,00150100
1000920027,MN,92,27,101,15.01,1007,120 NASSAU STREET,S4,00150100
1000920028,MN,92,28,101,15.01,1007,122 NASSAU STREET,S3,00150100
1000920029,MN,92,29,101,15.01,1007,124 NASSAU STREET,K4,00150100
1000920030,MN,92,30,101,15.01,1007,132 NASSAU STREET,O5,00150100
1000920032,MN,92,32,101,15.01,1007,19 BEEKMAN STREET,O5,00150100
1000920034,MN,92,34,101,15.01,1007,25 BEEKMAN STREET,G1,00150100
1000927501,MN,92,7501,101,15.01,1007,33 BEEKMAN STREET,RH,00150100
1000930001,MN,93,1,101,15.01,1014,81 FULTON STREET,O4,00150100
1000930024,MN,93,24,101,15.01,1013,164 WILLIAM STREET,K4,00150100
1000930025,MN,93,25,101,15.01,1013,166 WILLIAM STREET,L8,00150100
1000930026,MN,93,26,101,15.01,1013,168 WILLIAM STREET,L9,00150100
1000930028,MN,93,28,101,15.01,1013,45 BEEKMAN STREET,C7,00150100
1000930029,MN,93,29,101,15.01,1013,47 BEEKMAN STREET,M1,00150100
1000930030,MN,93,30,101,15.01,1013,49 BEEKMAN STREET,Y1,00150100
1000930034,MN,93,34,101,15.01,1013,57 BEEKMAN STREET,D9,00150100
1000937501,MN,93,7501,101,15.01,1013,156 WILLIAM STREET,RC,00150100
1000940002,MN,94,2,101,15.01,2003,60 GOLD STREET,Q1,00150100
1000940025,MN,94,25,101,15.01,2003,100 GOLD STREET,O3,00150100
1000950027,MN,95,27,101,15.01,3017,49 FULTON STREET,D3,00150100
1000950043,MN,95,43,101,15.01,3017,46 CLIFF STREET,U7,00150100
1000950101,MN,95,101,101,15.01,3010,206 WATER STREET,Q1,00150100
1000957501,MN,95,7501,101,15.01,3010,117 BEEKMAN STREET,RM,00150100
1000960001,MN,96,1,101,15.01,3008,11 FULTON STREET,K6,00150100
1000960005,MN,96,5,101,15.01,3009,207 FRONT STREET,K4,00150100
1000960008,MN,96,8,101,15.01,3009,205 FRONT STREET,K4,00150100
1000960012,MN,96,12,101,15.01,3009,201 FRONT STREET,K4,00150100
1000960013,MN,96,13,101,15.01,,FRONT STREET,U7,00150100
1000970001,MN,97,1,101,15.01,3006,119 SOUTH STREET,D7,00150100
1000970002,MN,97,2,101,15.01,3006,115 SOUTH STREET,D5,00150100
1000970003,MN,97,3,101,15.01,3006,113 SOUTH STREET,L8,00150100
1000970004,MN,97,4,101,15.01,3006,112 SOUTH STREET,L8,00150100
1000970005,MN,97,5,101,15.01,3006,111 SOUTH STREET,L8,00150100
1000970006,MN,97,6,101,15.01,3006,110 SOUTH STREET,K4,00150100
1000970007,MN,97,7,101,15.01,3006,109 SOUTH STREET,L8,00150100
1000970008,MN,97,8,101,15.01,3006,108 SOUTH STREET,K4,00150100
1000970010,MN,97,10,101,15.01,3006,104 SOUTH STREET,D7,00150100
1000970013,MN,97,13,101,15.01,3006,150 BEEKMAN STREET,L8,00150100
1000970015,MN,97,15,101,15.01,3006,146 BEEKMAN STREET,S3,00150100
1000970018,MN,97,18,101,15.01,3006,213 FRONT STREET,D7,00150100
1000970024,MN,97,24,101,15.01,3006,225 FRONT STREET,D7,00150100
1000970026,MN,97,26,101,15.01,3006,229 FRONT STREET,C7,00150100
1000970030,MN,97,30,101,15.01,3006,36 PECK SLIP,C7,00150100
1000970031,MN,97,31,101,15.01,3006,40 PECK SLIP,O2,00150100
1000970032,MN,97,32,101,15.01,3014,24 PECK SLIP,D7,00150100
1000970033,MN,97,33,101,15.01,3014,234 FRONT STREET,C1,00150100
1000970035,MN,97,35,101,15.01,3014,230 FRONT STREET,S4,00150100
1000970045,MN,97,45,101,15.01,3014,134 BEEKMAN STREET,A9,00150100
1000970049,MN,97,49,101,15.01,3014,233 WATER STREET,W8,00150100
1000970051,MN,97,51,101,15.01,3014,237 WATER STREET,W3,00150100
1000970057,MN,97,57,101,15.01,3014,251 WATER STREET,S4,00150100
1000977501,MN,97,7501,101,15.01,3014,247 WATER STREET,R1,00150100
1000977502,MN,97,7502,101,15.01,3014,130 BEEKMAN STREET,R4,00150100
1000977503,MN,97,7503,101,15.01,3014,220 FRONT STREET,RM,00150100
1000977504,MN,97,7504,101,15.01,3014,214 FRONT STREET,RR,00150100
1000977505,MN,97,7505,101,15.01,3014,241 WATER STREET,RA,00150100
1000980001,MN,98,1,101,15.01,3011,304 PEARL STREET,G6,00150100
1001000001,MN,100,1,101,15.01,1012,52 BEEKMAN STREET,I1,00150100
1001000026,MN,100,26,101,15.01,1008,138 NASSAU STREET,D4,00150100
1001007501,MN,100,7501,101,15.01,1008,150 NASSAU STREET,RM,00150100
1001007502,MN,100,7502,101,15.01,1008,8 SPRUCE STREET,RM,00150100
1001010002,MN,101,2,101,15.01,1003,39 PARK ROW,W6,00150100
1001020001,MN,102,1,101,15.01,1012,154 NASSAU STREET,W6,00150100
1001060003,MN,106,3,101,15.01,3002,274 WATER STREET,C6,00150100
1001060005,MN,106,5,101,15.01,3002,270 WATER STREET,C7,00150100
1001060009,MN,106,9,101,15.01,3002,1 PECK SLIP,W1,00150100
1001060020,MN,106,20,101,15.01,3002,334 PEARL STREET,M9,00150100
1001060022,MN,106,22,101,15.01,3002,PEARL STREET,Q1,00150100
1001067501,MN,106,7501,101,15.01,3002,330 PEARL STREET,R1,00150100
1001067502,MN,106,7502,101,15.01,3002,324 PEARL STREET,R4,00150100
1001067503,MN,106,7503,101,15.01,3002,272 WATER STREET,R4,00150100
1001067504,MN,106,7504,101,15.01,3002,264 WATER STREET,RM,00150100
1001070001,MN,107,1,101,15.01,3003,160 SOUTH STREET,L9,00150100
1001070002,MN,107,2,101,15.01,3003,FRONT STREET,U0,00150100
1001070026,MN,107,26,101,15.01,3003,259 FRONT STREET,L9,00150100
1001070031,MN,107,31,101,15.01,3013,252 FRONT STREET,O8,00150100
1001070033,MN,107,33,101,15.01,3013,248 FRONT STREET,C2,00150100
1001070034,MN,107,34,101,15.01,3013,246 FRONT STREET,D6,00150100
1001070038,MN,107,38,101,15.01,3013,29 PECK SLIP,HB,00150100
1001070042,MN,107,42,101,15.01,3013,23 PECK SLIP,D7,00150100
1001070044,MN,107,44,101,15.01,3013,265 WATER STREET,C7,00150100
1001070046,MN,107,46,101,15.01,3013,269 WATER STREET,G1,00150100
1001070049,MN,107,49,101,15.01,3013,275 WATER STREET,D4,00150100
1001070050,MN,107,50,101,15.01,3013,277 WATER STREET,S4,00150100
1001070060,MN,107,60,101,15.01,3006,PECK SLIP,V1,00150100
1001077501,MN,107,7501,101,15.01,3013,250 FRONT STREET,RM,00150100
1001077502,MN,107,7502,101,15.01,3013,273 WATER STREET,R1,00150100
1001080004,MN,108,4,101,15.01,3004,SOUTH STREET,T9,00150100
1001110100,MN,111,100,103,25,3000,20 MADISON STREET,D6,002500
1001110150,MN,111,150,103,25,2000,78 CATHERINE STREET,W1,002500
1001110160,MN,111,160,103,25,2000,86 CATHERINE STREET,W1,002500
1001130001,MN,113,1,101,15.01,2001,AVENUE OF THE FINEST,T9,00150100
1001130100,MN,113,100,101,29,4022,411 PEARL STREET,W1,002900
1001137501,MN,113,7501,101,29,4022,375 PEARL STREET,RB,002900
1001150001,MN,115,1,103,27,1008,MADISON STREET,Q9,002700
1001160042,MN,116,42,103,27,1009,25 MADISON STREET,S4,002700
1001160043,MN,116,43,103,27,1009,27 MADISON STREET,K4,002700
1001160046,MN,116,46,103,27,1009,35 MADISON STREET,C7,002700
1001160047,MN,116,47,103,27,1009,37 MADISON STREET,S4,002700
1001160048,MN,116,48,103,27,1009,31 JAMES STREET,C7,002700
1001160049,MN,116,49,103,27,1009,25 JAMES STREET,W2,002700
1001170001,MN,117,1,103,27,1005,185 PARK ROW,D4,002700
1001170100,MN,117,100,103,27,1003,CHATHAM SQUARE,Q1,002700
1001190001,MN,119,1,101,29,4014,1 POLICE PLAZA,O6,002900
1001200009,MN,120,9,101,,,FRANKFORT STREET,V9,000000
1001210001,MN,121,1,101,29,4012,1 CENTRE STREET,O4,002900
1001210027,MN,121,27,101,29,,PARK ROW,Z9,002900
1001220001,MN,122,1,101,31,1021,52 CHAMBERS STREET,O2,003100
1001230003,MN,123,3,101,21,1008,21 BARCLAY STREET,O2,002100
1001230018,MN,123,18,101,21,1008,22 PARK PLACE,O5,002100
1001237501,MN,123,7501,101,21,1008,233 BROADWAY,RM,002100
1001237502,MN,123,7502,101,21,1008,30 PARK PLACE,RM,002100
1001240004,MN,124,4,101,21,1007,11 PARK PLACE,O6,002100
1001240007,MN,124,7,101,21,1007,17 PARK PLACE,D7,002100
1001240009,MN,124,9,101,21,1007,21 PARK PLACE,K4,002100
1001240010,MN,124,10,101,21,1007,23 PARK PLACE,D7,002100
1001240011,MN,124,11,101,21,1007,25 PARK PLACE,O5,002100
1001240012,MN,124,12,101,21,1007,111 CHURCH STREET,O5,002100
1001240021,MN,124,21,101,21,1007,6 MURRAY STREET,D7,002100
1001240024,MN,124,24,101,21,1007,250 BROADWAY,O4,002100
1001247501,MN,124,7501,101,21,1007,18 MURRAY STREET,RM,002100
1001250020,MN,125,20,101,21,1009,50 PARK PLACE,O6,002100
1001260008,MN,126,8,101,21,1006,43 PARK PLACE,D6,002100
1001260009,MN,126,9,101,21,1006,45 PARK PLACE,P5,002100
1001260013,MN,126,13,101,21,1006,53 PARK PLACE,D5,002100
1001260027,MN,126,27,101,21,1006,120 CHURCH STREET,D5,002100
1001270001,MN,127,1,101,21,2009,30 WEST BROADWAY,W5,002100
1001270018,MN,127,18,101,21,2005,255 GREENWICH STREET,O6,002100
1001280002,MN,128,2,101,21,2006,101 BARCLAY STREET,O4,002100
1001320001,MN,132,1,101,21,2004,65 MURRAY STREET,O5,002100
1001320003,MN,132,3,101,21,2004,69 MURRAY STREET,D4,002100
1001320006,MN,132,6,101,21,2004,75 MURRAY STREET,O5,002100
1001320007,MN,132,7,101,21,2004,77 MURRAY STREET,U7,002100
1001320022,MN,132,22,101,21,2004,83 WARREN STREET,L8,002100
1001320023,MN,132,23,101,21,2004,79 WARREN STREET,L8,002100
1001320026,MN,132,26,101,21,2004,75 WARREN STREET,S2,002100
1001320030,MN,132,30,101,21,2004,69 WARREN STREET,G6,002100
1001320123,MN,132,123,101,21,2004,81 WARREN STREET,L8,002100
1001327501,MN,132,7501,101,21,2004,275 GREENWICH STREET,RM,002100
1001327502,MN,132,7502,101,21,2004,71 WARREN STREET,R1,002100
1001327503,MN,132,7503,101,21,2004,71 MURRAY STREET,RM,002100
1001327504,MN,132,7504,101,21,2004,83 MURRAY STREET,RM,002100
1001327505,MN,132,7505,101,21,2004,81 MURRAY STREET,RM,002100
1001327506,MN,132,7506,101,21,2004,77 WARREN STREET,RM,002100
1001330010,MN,133,10,101,21,1005,51 MURRAY STREET,L8,002100
1001330013,MN,133,13,101,21,1005,57 MURRAY STREET,K2,002100
1001330014,MN,133,14,101,21,1005,59 MURRAY STREET,K9,002100
1001330015,MN,133,15,101,21,1005,65 WEST BROADWAY,V1,002100
1001330019,MN,133,19,101,21,1005,57 WARREN STREET,D0,002100
1001337501,MN,133,7501,101,21,1005,41 MURRAY STREET,RM,002100
1001337502,MN,133,7502,101,21,1005,45 WARREN STREET,R1,002100
1001337503,MN,133,7503,101,21,1005,49 MURRAY STREET,RM,002100
1001337504,MN,133,7504,101,21,1005,37 MURRAY STREET,RM,002100
1001337505,MN,133,7505,101,21,1005,41 WARREN STREET,RM,002100
1001337506,MN,133,7506,101,21,1005,49 WARREN STREET,RM,002100
1001337507,MN,133,7507,101,21,1005,53 MURRAY STREET,R1,002100
1001337508,MN,133,7508,101,21,1005,47 MURRAY STREET,RM,002100
1001337509,MN,133,7509,101,21,1005,53 WARREN STREET,R1,002100
1001337510,MN,133,7510,101,21,1005,55 WARREN STREET,RM,002100
1001337511,MN,133,7511,101,21,1005,37 WARREN STREET,RM,002100
1001340007,MN,134,7,101,21,1004,21 MURRAY STREET,O5,002100
1001340011,MN,134,11,101,21,1004,33 WARREN STREET,D6,002100
1001340020,MN,134,20,101,21,1004,17 WARREN STREET,D0,002100
1001340025,MN,134,25,101,21,1004,258 BROADWAY,D4,002100
1001347501,MN,134,7501,101,21,1004,253 BROADWAY,RC,002100
1001347502,MN,134,7502,101,21,1004,17 MURRAY STREET,RM,002100
1001347503,MN,134,7503,101,21,1004,9 MURRAY STREET,RM,002100
1001347504,MN,134,7504,101,21,1004,19 WARREN STREET,RM,002100
1001347505,MN,134,7505,101,21,1004,25 MURRAY STREET,RM,002100
1001347506,MN,134,7506,101,21,1004,19 MURRAY STREET,RM,002100
1001350005,MN,135,5,101,21,1002,12 WARREN STREET,D1,002100
1001350009,MN,135,9,101,21,1002,20 WARREN STREET,S4,002100
1001350012,MN,135,12,101,21,1002,28 WARREN STREET,L8,002100
1001350014,MN,135,14,101,21,1002,102 CHAMBERS STREET,D6,002100
1001350016,MN,135,16,101,21,1002,100 CHAMBERS STREET,S9,002100
1001350019,MN,135,19,101,21,1002,94 CHAMBERS STREET,K4,002100
1001350021,MN,135,21,101,21,1002,90 CHAMBERS STREET,S5,002100
1001350031,MN,135,31,101,21,1002,265 BROADWAY,O5,002100
1001357501,MN,135,7501,101,21,1002,260 BROADWAY,RM,002100
1001357502,MN,135,7502,101,21,1002,18 WARREN STREET,RM,002100
1001357503,MN,135,7503,101,21,1002,8 WARREN STREET,RM,002100
1001357504,MN,135,7504,101,21,1002,86 CHAMBERS STREET,RM,002100
1001357505,MN,135,7505,101,21,1002,22 WARREN STREET,RM,002100
1001357506,MN,135,7506,101,21,1002,92 CHAMBERS STREET,RM,002100
1001357507,MN,135,7507,101,21,1002,88 CHAMBERS STREET,RM,002100
1001357508,MN,135,7508,101,21,1002,16 WARREN STREET,R1,002100
1001357509,MN,135,7509,101,21,1002,12 WARREN STREET,R4,002100
1001360008,MN,136,8,101,21,1001,48 WARREN STREET,O2,002100
1001360010,MN,136,10,101,21,1001,122 CHAMBERS STREET,C6,002100
1001360012,MN,136,12,101,21,1001,56 WARREN STREET,C6,002100
1001360019,MN,136,19,101,21,1001,126 CHAMBERS STREET,S4,002100
1001360020,MN,136,20,101,21,1001,124 CHAMBERS STREET,L8,002100
1001360024,MN,136,24,101,21,1001,116 CHAMBERS STREET,O5,002100
1001360025,MN,136,25,101,21,1001,114 CHAMBERS STREET,L8,002100
1001360028,MN,136,28,101,21,1001,108 CHAMBERS STREET,D6,002100
1001367501,MN,136,7501,101,21,1001,50 WARREN STREET,RM,002100
1001367502,MN,136,7502,101,21,1001,38 WARREN STREET,RM,002100
1001367503,MN,136,7503,101,21,1001,60 WARREN STREET,RM,002100
1001367504,MN,136,7504,101,21,1001,54 WARREN STREET,RM,002100
1001367505,MN,136,7505,101,21,1001,85 WEST BROADWAY,RM,002100
1001370001,MN,137,1,101,21,2001,68 WARREN STREET,L8,002100
1001370005,MN,137,5,101,21,2001,80 WARREN STREET,D4,002100
1001370010,MN,137,10,101,21,2001,86 WARREN STREET,G6,002100
1001370025,MN,137,25,101,21,2001,160 CHAMBERS STREET,C6,002100
1001370026,MN,137,26,101,21,2001,162 CHAMBERS STREET,S2,002100
1001370027,MN,137,27,101,21,2001,158 CHAMBERS STREET,C6,002100
1001370029,MN,137,29,101,21,2001,154 CHAMBERS STREET,L8,002100
1001370034,MN,137,34,101,21,2001,144 CHAMBERS STREET,S4,002100
1001370035,MN,137,35,101,21,2001,90 WEST BROADWAY,D4,002100
1001377501,MN,137,7501,101,21,2001,150 CHAMBERS STREET,RM,002100
1001377502,MN,137,7502,101,21,2001,295 GREENWICH STREET,RM,002100
1001377503,MN,137,7503,101,21,2001,92 WARREN STREET,R4,002100
1001377504,MN,137,7504,101,21,2001,146 CHAMBERS STREET,RM,002100
1001377505,MN,137,7505,101,21,2001,148 CHAMBERS STREET,RM,002100
1001400001,MN,140,1,101,21,2000,139 CHAMBERS STREET,D4,002100
1001400003,MN,140,3,101,21,2000,143 CHAMBERS STREET,L8,002100
1001400004,MN,140,4,101,21,2000,145 CHAMBERS STREET,L8,002100
1001400005,MN,140,5,101,21,2000,121 READE STREET,D6,002100
1001400009,MN,140,9,101,21,2000,155 CHAMBERS STREET,D2,002100
1001400024,MN,140,24,101,21,2000,145 READE STREET,A4,002100
1001400029,MN,140,29,101,21,2000,135 READE STREET,S4,002100
1001407501,MN,140,7501,101,21,2000,303 GREENWICH STREET,RM,002100
1001407502,MN,140,7502,101,21,2000,311 GREENWICH STREET,RM,002100
1001407503,MN,140,7503,101,21,2000,137 READE STREET,RM,002100
1001407504,MN,140,7504,101,21,2000,153 CHAMBERS STREET,RM,002100
1001407505,MN,140,7505,101,21,2000,157 CHAMBERS STREET,RM,002100
1001410001,MN,141,1,101,39,4010,126 READE STREET,O5,003900
1001410002,MN,141,2,101,39,4010,134 READE STREET,L8,003900
1001410008,MN,141,8,101,39,4010,146 READE STREET,S3,003900
1001410009,MN,141,9,101,39,4010,148 READE STREET,A7,003900
1001410012,MN,141,12,101,39,4010,154 READE STREET,K4,003900
1001410013,MN,141,13,101,39,4010,156 READE STREET,S1,003900
1001410016,MN,141,16,101,39,4010,317 GREENWICH STREET,L8,003900
1001410018,MN,141,18,101,39,4010,321A GREENWICH STREET,A4,003900
1001410019,MN,141,19,101,39,4010,323 GREENWICH STREET,S4,003900
1001410020,MN,141,20,101,39,4010,323A GREENWICH STREET,S4,003900
1001410021,MN,141,21,101,39,4010,188 DUANE STREET,S3,003900
1001410023,MN,141,23,101,39,4010,182 DUANE STREET,S9,003900
1001410024,MN,141,24,101,39,4010,180 DUANE STREET,D0,003900
1001410025,MN,141,25,101,39,4010,178 DUANE STREET,C2,003900
1001410027,MN,141,27,101,39,4010,174 DUANE STREET,S3,003900
1001410028,MN,141,28,101,39,4010,172 DUANE STREET,O2,003900
1001410039,MN,141,39,101,39,4009,HUDSON STREET,Q1,003900
1001417501,MN,141,7501,101,39,4010,168 DUANE STREET,RM,003900
1001417502,MN,141,7502,101,39,4010,184 DUANE STREET,RM,003900
1001417503,MN,141,7503,101,39,4010,170 DUANE STREET,RM,003900
1001417504,MN,141,7504,101,39,4010,166 DUANE STREET,RM,003900
1001417505,MN,141,7505,101,39,4010,176 DUANE STREET,RM,003900
1001417506,MN,141,7506,101,39,4010,321 GREENWICH STREET,RM,003900
1001417507,MN,141,7507,101,39,4010,138 READE STREET,RM,003900
1001417508,MN,141,7508,101,39,4010,174 DUANE STREET,RM,003900
1001420001,MN,142,1,101,21,2002,292 GREENWICH STREET,W1,002100
1001420003,MN,142,3,101,21,2002,114 WARREN STREET,Q9,002100
1001420010,MN,142,10,101,39,3000,25 HARRISON STREET,A9,003900
1001420013,MN,142,13,101,39,3000,29 HARRISON STREET,A9,003900
1001420014,MN,142,14,101,39,3000,31 HARRISON STREET,A9,003900
1001420019,MN,142,19,101,39,3000,41 HARRISON STREET,B9,003900
1001420025,MN,142,25,101,39,3000,310 GREENWICH STREET,D6,003900
1001420030,MN,142,30,101,39,3000,GREENWICH STREET,Q1,003900
1001420050,MN,142,50,101,39,3000,208 WEST STREET,W5,003900
1001420100,MN,142,100,101,21,2003,111 MURRAY STREET,D8,002100
1001421801,MN,142,1801,101,,,,,000000
1001427501,MN,142,7501,101,21,2003,89 MURRAY STREET,RM,002100
1001427502,MN,142,7502,101,21,2002,200 CHAMBERS STREET,RM,002100
1001427503,MN,142,7503,101,21,2003,111 MURRAY STREET,RM,002100
1001430001,MN,143,1,101,39,4008,47 HUDSON STREET,D4,003900
1001430004,MN,143,4,101,39,4008,55 HUDSON STREET,D4,003900
1001430008,MN,143,8,101,39,4007,171 DUANE STREET,D4,003900
1001430009,MN,143,9,101,39,4007,173 DUANE STREET,D4,003900
1001430013,MN,143,13,101,39,4007,181 DUANE STREET,S3,003900
1001430015,MN,143,15,101,39,4007,185 DUANE STREET,S5,003900
1001430016,MN,143,16,101,39,4007,325 GREENWICH STREET,D2,003900
1001430020,MN,143,20,101,39,4007,333 GREENWICH STREET,A7,003900
1001430021,MN,143,21,101,39,4007,335 GREENWICH STREET,D4,003900
1001430025,MN,143,25,101,39,4007,14 JAY STREET,D4,003900
1001437501,MN,143,7501,101,39,4007,8 JAY STREET,RM,003900
1001437502,MN,143,7502,101,39,4007,177 DUANE STREET,RM,003900
1001437503,MN,143,7503,101,39,4007,16 JAY STREET,RM,003900
1001440001,MN,144,1,101,33,3023,16 HUDSON STREET,D4,003300
1001440012,MN,144,12,101,33,3022,155 DUANE STREET,S1,003300
1001440013,MN,144,13,101,33,3022,157 DUANE STREET,C6,003300
1001440018,MN,144,18,101,33,3022,40 HUDSON STREET,D0,003300
1001440020,MN,144,20,101,33,3022,44 HUDSON STREET,O8,003300
1001440023,MN,144,23,101,33,3022,84 THOMAS STREET,D4,003300
1001440026,MN,144,26,101,33,3022,142 WEST BROADWAY,D5,003300
1001440028,MN,144,28,101,33,3022,138 WEST BROADWAY,S3,003300
1001440030,MN,144,30,101,33,3022,134 WEST BROADWAY,S3,003300
1001440031,MN,144,31,101,33,3022,132 WEST BROADWAY,O2,003300
1001440032,MN,144,32,101,33,3022,130 WEST BROADWAY,K2,003300
1001440040,MN,144,40,101,33,3021,56 HUDSON STREET,O4,003300
1001447501,MN,144,7501,101,33,3022,42 HUDSON STREET,RM,003300
1001447502,MN,144,7502,101,33,3022,36 HUDSON STREET,RM,003300
1001447503,MN,144,7503,101,33,3022,159 DUANE STREET,RM,003300
1001447504,MN,144,7504,101,33,3022,50 HUDSON STREET,RM,003300
1001450005,MN,145,5,101,21,1000,111 CHAMBERS STREET,C7,002100
1001450007,MN,145,7,101,21,1000,115 CHAMBERS STREET,I5,002100
1001450010,MN,145,10,101,21,1000,121 CHAMBERS STREET,S9,002100
1001450012,MN,145,12,101,21,1000,125 CHAMBERS STREET,H3,002100
1001450015,MN,145,15,101,21,1000,113 READE STREET,K2,002100
1001450016,MN,145,16,101,21,1000,111 READE STREET,S4,002100
1001457501,MN,145,7501,101,21,1000,105 CHAMBERS STREET,RM,002100
1001457502,MN,145,7502,101,21,1000,113 CHAMBERS STREET,RM,002100
1001457503,MN,145,7503,101,21,1000,109 READE STREET,RM,002100
1001457504,MN,145,7504,101,21,1000,97 READE STREET,RM,002100
