BBL,Borough,Block,Lot,CD,CT2010,CB2010,Address,BldgClass,Tract2010
1014310037,MN,1431,37,108,134,2000,232 EAST 77 STREET,C4,013400
1014310038,MN,1431,38,108,134,2000,216 EAST 77 STREET,D9,013400
1014310039,MN,1431,39,108,134,2000,212 EAST 77 STREET,D4,013400
1014310041,MN,1431,41,108,134,2000,210 EAST 77 STREET,W8,013400
1014310043,MN,1431,43,108,134,2000,204 EAST 77 STREET,D9,013400
1014310046,MN,1431,46,108,134,2000,1345 3 AVENUE,K4,013400
1014310048,MN,1431,48,108,134,2000,1339 3 AVENUE,C7,013400
1014310120,MN,1431,120,108,134,,EAST 76 STREET,V1,013400
1014317501,MN,1431,7501,108,134,2000,205 EAST 76 STREET,RM,013400
1014320001,MN,1432,1,108,134,1000,201 EAST 77 STREET,D4,013400
1014320005,MN,1432,5,108,134,1000,205 EAST 77 STREET,D4,013400
1014320008,MN,1432,8,108,134,1000,211 EAST 77 STREET,A4,013400
1014320011,MN,1432,11,108,134,1000,219 EAST 77 STREET,C4,013400
1014320013,MN,1432,13,108,134,1000,233 EAST 77 STREET,C7,013400
1014320015,MN,1432,15,108,134,1000,239 EAST 77 STREET,C5,013400
1014320016,MN,1432,16,108,134,1000,241 EAST 77 STREET,C4,013400
1014320017,MN,1432,17,108,134,1000,243 EAST 77 STREET,D4,013400
1014320018,MN,1432,18,108,134,1000,245 EAST 77 STREET,C7,013400
1014320019,MN,1432,19,108,134,1000,247 EAST 77 STREET,C7,013400
1014320020,MN,1432,20,108,134,1000,249 EAST 77 STREET,C7,013400
1014320021,MN,1432,21,108,134,1000,1481 2 AVENUE,C7,013400
1014320027,MN,1432,27,108,134,1000,266 EAST 78 STREET,D6,013400
1014320028,MN,1432,28,108,134,1000,264 EAST 78 STREET,S3,013400
1014320029,MN,1432,29,108,134,1000,260 EAST 78 STREET,C7,013400
1014320030,MN,1432,30,108,134,1000,258 EAST 78 STREET,D3,013400
1014320031,MN,1432,31,108,134,1000,252 EAST 78 STREET,A4,013400
1014320034,MN,1432,34,108,134,1000,244 EAST 78 STREET,C4,013400
1014320035,MN,1432,35,108,134,1000,240 EAST 78 STREET,C4,013400
1014320036,MN,1432,36,108,134,1000,236 EAST 78 STREET,C6,013400
1014320037,MN,1432,37,108,134,1000,232 EAST 78 STREET,D9,013400
1014320038,MN,1432,38,108,134,1000,226 EAST 78 STREET,C7,013400
1014320040,MN,1432,40,108,134,1000,220 EAST 78 STREET,C7,013400
1014320042,MN,1432,42,108,134,1000,214 EAST 78 STREET,A5,013400
1014320044,MN,1432,44,108,134,1000,208 EAST 78 STREET,B3,013400
1014320045,MN,1432,45,108,134,1000,1359 3 AVENUE,D4,013400
1014320120,MN,1432,120,108,134,1000,251 EAST 77 STREET,C7,013400
1014320128,MN,1432,128,108,134,1000,262 EAST 78 STREET,B3,013400
1014320141,MN,1432,141,108,134,1000,216 EAST 78 STREET,A4,013400
1014320142,MN,1432,142,108,134,1000,212 EAST 78 STREET,A4,013400
1014327501,MN,1432,7501,108,134,1000,213 EAST 77 STREET,RM,013400
1014330007,MN,1433,7,108,134,4000,221 EAST 78 STREET,D4,013400
1014330012,MN,1433,12,108,134,4000,223 EAST 78 STREET,C6,013400
1014330014,MN,1433,14,108,134,4000,237 EAST 78 STREET,A4,013400
1014330016,MN,1433,16,108,134,4000,243 EAST 78 STREET,C7,013400
1014330019,MN,1433,19,108,134,4000,255 EAST 78 STREET,B3,013400
1014330021,MN,1433,21,108,134,4000,261 EAST 78 STREET,O7,013400
1014330024,MN,1433,24,108,134,4000,1501 2 AVENUE,C7,013400
1014330029,MN,1433,29,108,134,4000,242 EAST 79 STREET,C7,013400
1014330031,MN,1433,31,108,134,4000,240 EAST 79 STREET,D4,013400
1014330034,MN,1433,34,108,134,4000,230 EAST 79 STREET,D4,013400
1014330036,MN,1433,36,108,134,4000,226 EAST 79 STREET,B9,013400
1014330037,MN,1433,37,108,134,4000,222 EAST 79 STREET,P8,013400
1014330039,MN,1433,39,108,134,4000,218 EAST 79 STREET,B1,013400
1014330040,MN,1433,40,108,134,4000,208 EAST 79 STREET,U4,013400
1014330119,MN,1433,119,108,134,4000,257 EAST 78 STREET,B9,013400
1014330124,MN,1433,124,108,134,4000,1509 2 AVENUE,S3,013400
1014330127,MN,1433,127,108,134,4000,1515 2 AVENUE,M1,013400
1014330138,MN,1433,138,108,134,4000,220 EAST 79 STREET,C2,013400
1014337501,MN,1433,7501,108,134,4000,205 EAST 78 STREET,RM,013400
1014337502,MN,1433,7502,108,134,4000,200 EAST 79 STREET,RM,013400
1014339029,MN,1433,9029,108,134,4000,EAST 79 STREET,V1,013400
1014340001,MN,1434,1,108,110,6004,1130 2 AVENUE,Y8,011000
1014350003,MN,1435,3,108,110,6002,1146 2 AVENUE,C7,011000
1014350006,MN,1435,6,108,110,6002,307 EAST 60 STREET,O2,011000
1014350007,MN,1435,7,108,110,6002,309 EAST 60 STREET,C7,011000
1014350008,MN,1435,8,108,110,6002,311 EAST 60 STREET,C7,011000
1014350009,MN,1435,9,108,110,6002,313 EAST 60 STREET,C7,011000
1014350010,MN,1435,10,108,110,6002,315 EAST 60 STREET,Y8,011000
1014350015,MN,1435,15,108,110,6003,321 EAST 60 STREET,D1,011000
1014350028,MN,1435,28,108,110,6003,1107 1 AVENUE,C7,011000
1014350029,MN,1435,29,108,110,6003,1109 1 AVENUE,C7,011000
1014350030,MN,1435,30,108,110,6003,1111 1 AVENUE,C7,011000
1014350031,MN,1435,31,108,110,6003,340 EAST 61 STREET,C5,011000
1014350032,MN,1435,32,108,110,6003,338 EAST 61 STREET,C4,011000
1014350038,MN,1435,38,108,110,6003,326 EAST 61 STREET,C7,011000
1014350039,MN,1435,39,108,110,6003,322 EAST 61 STREET,C5,011000
1014350044,MN,1435,44,108,110,6002,306 EAST 61 STREET,O6,011000
1014350151,MN,1435,151,108,110,6002,1152 2 AVENUE,K4,011000
1014357501,MN,1435,7501,108,110,6002,303 EAST 60 STREET,RM,011000
1014360001,MN,1436,1,108,110,6001,1162 2 AVENUE,D6,011000
1014360003,MN,1436,3,108,110,6001,1166 2 AVENUE,E7,011000
1014360005,MN,1436,5,108,110,6001,305 EAST 61 STREET,E7,011000
1014360007,MN,1436,7,108,110,6001,309 EAST 61 STREET,C4,011000
1014360008,MN,1436,8,108,110,6001,311 EAST 61 STREET,C7,011000
1014360009,MN,1436,9,108,110,6001,313 EAST 61 STREET,D6,011000
1014360010,MN,1436,10,108,110,6001,315 EAST 61 STREET,Y8,011000
1014360013,MN,1436,13,108,110,6000,321 EAST 61 STREET,O6,011000
1014360019,MN,1436,19,108,110,6000,345 EAST 61 STREET,D4,011000
1014360020,MN,1436,20,108,110,6000,347 EAST 61 STREET,C7,011000
1014360022,MN,1436,22,108,110,6000,349 EAST 61 STREET,C7,011000
1014360023,MN,1436,23,108,110,6000,1113 1 AVENUE,C7,011000
1014360026,MN,1436,26,108,110,6000,1123 1 AVENUE,C7,011000
1014360033,MN,1436,33,108,110,6000,348 EAST 62 STREET,C7,011000
1014360034,MN,1436,34,108,110,6000,346 EAST 62 STREET,C4,011000
1014360035,MN,1436,35,108,110,6000,344 EAST 62 STREET,C4,011000
1014360044,MN,1436,44,108,110,6001,318 EAST 62 STREET,C7,011000
1014360045,MN,1436,45,108,110,6001,316 EAST 62 STREET,C4,011000
1014360047,MN,1436,47,108,110,6001,304 EAST 62 STREET,C7,011000
1014360113,MN,1436,113,108,110,6000,321 EAST 61 STREET,M3,011000
1014360122,MN,1436,122,108,110,6000,351 EAST 61 STREET,D3,011000
1014367501,MN,1436,7501,108,110,6001,300 EAST 62 STREET,RM,011000
1014367502,MN,1436,7502,108,110,6000,350 EAST 62 STREET,RM,011000
1014367503,MN,1436,7503,108,110,6000,1115 1 AVENUE,RM,011000
1014367504,MN,1436,7504,108,110,6001,301 EAST 61 STREET,RM,011000
1014370001,MN,1437,1,108,110,5001,1180 2 AVENUE,D4,011000
1014370007,MN,1437,7,108,110,5001,315 EAST 62 STREET,L8,011000
1014370010,MN,1437,10,108,110,5001,323 EAST 62 STREET,V1,011000
1014370012,MN,1437,12,108,110,5000,329 EAST 62 STREET,I5,011000
1014370017,MN,1437,17,108,110,5000,341 EAST 62 STREET,D3,011000
1014370018,MN,1437,18,108,110,5000,345 EAST 62 STREET,S5,011000
1014370020,MN,1437,20,108,110,5000,351 EAST 62 STREET,S1,011000
1014370024,MN,1437,24,108,110,5000,367 EAST 62 STREET,S1,011000
1014370025,MN,1437,25,108,110,5000,371 EAST 62 STREET,S5,011000
1014370027,MN,1437,27,108,110,5000,1143 1 AVENUE,C7,011000
1014370029,MN,1437,29,108,110,5000,1147 1 AVENUE,D6,011000
1014370030,MN,1437,30,108,110,5000,1149 1 AVENUE,C7,011000
1014370032,MN,1437,32,108,110,5000,340 EAST 63 STREET,D1,011000
1014370045,MN,1437,45,108,110,5001,316 EAST 63 STREET,D7,011000
1014370049,MN,1437,49,108,110,5001,1190 2 AVENUE,Z9,011000
1014370118,MN,1437,118,108,110,5000,347 EAST 62 STREET,A4,011000
1014370120,MN,1437,120,108,110,5000,353 EAST 62 STREET,S2,011000
1014370121,MN,1437,121,108,110,5000,357 EAST 62 STREET,B9,011000
1014370123,MN,1437,123,108,110,5000,365 EAST 62 STREET,S1,011000
1014370124,MN,1437,124,108,110,5000,369 EAST 62 STREET,S3,011000
1014377501,MN,1437,7501,108,110,5000,337 EAST 62 STREET,R4,011000
1014380001,MN,1438,1,108,110,4000,1202 2 AVENUE,D4,011000
1014380006,MN,1438,6,108,110,4000,305 EAST 63 STREET,D3,011000
1014380010,MN,1438,10,108,110,4000,327 EAST 63 STREET,U2,011000
1014380044,MN,1438,44,108,110,4000,310 EAST 64 STREET,G1,011000
1014380051,MN,1438,51,108,110,4000,1210 2 AVENUE,O2,011000
1014387501,MN,1438,7501,108,110,4000,340 EAST 64 STREET,R4,011000
1014387502,MN,1438,7502,108,110,4000,300 EAST 64 STREET,RM,011000
1014390001,MN,1439,1,108,118,6000,1222 2 AVENUE,D4,011800
1014390003,MN,1439,3,108,118,6000,1226 2 AVENUE,S5,011800
1014390014,MN,1439,14,108,118,6000,327 EAST 64 STREET,I9,011800
1014390019,MN,1439,19,108,118,6000,337 EAST 64 STREET,G1,011800
1014390023,MN,1439,23,108,118,6000,1185 1 AVENUE,D7,011800
1014390030,MN,1439,30,108,118,6000,1199 1 AVENUE,D6,011800
1014390033,MN,1439,33,108,118,6000,346 EAST 65 STREET,C4,011800
1014390035,MN,1439,35,108,118,6000,342 EAST 65 STREET,C5,011800
1014390036,MN,1439,36,108,118,6000,338 EAST 65 STREET,C7,011800
1014390040,MN,1439,40,108,118,6000,326 EAST 65 STREET,C7,011800
1014390042,MN,1439,42,108,118,6000,320 EAST 65 STREET,D3,011800
1014390046,MN,1439,46,108,118,6000,310 EAST 65 STREET,D9,011800
1014390049,MN,1439,49,108,118,6000,1238 2 AVENUE,D9,011800
1014397501,MN,1439,7501,108,118,6000,304 EAST 65 STREET,RM,011800
1014397502,MN,1439,7502,108,118,6000,330 EAST 65 STREET,RM,011800
1014400005,MN,1440,5,108,118,5000,315 EAST 65 STREET,D4,011800
1014400012,MN,1440,12,108,118,5000,323 EAST 65 STREET,O2,011800
1014400013,MN,1440,13,108,118,5000,325 EAST 65 STREET,S0,011800
1014400014,MN,1440,14,108,118,5000,329 EAST 65 STREET,B3,011800
1014400015,MN,1440,15,108,118,5000,331 EAST 65 STREET,C3,011800
1014400017,MN,1440,17,108,118,5000,335 EAST 65 STREET,C7,011800
1014400018,MN,1440,18,108,118,5000,339 EAST 65 STREET,C5,011800
1014400022,MN,1440,22,108,118,5000,347 EAST 65 STREET,C7,011800
1014400023,MN,1440,23,108,118,5000,1205 1 AVENUE,C7,011800
1014400030,MN,1440,30,108,118,5000,1219 1 AVENUE,C7,011800
1014400031,MN,1440,31,108,118,5000,348 EAST 66 STREET,C7,011800
1014400033,MN,1440,33,108,118,5000,340 EAST 66 STREET,D7,011800
1014400038,MN,1440,38,108,118,5000,332 EAST 66 STREET,C5,011800
1014400043,MN,1440,43,108,118,5000,320 EAST 66 STREET,M4,011800
1014400044,MN,1440,44,108,118,5000,318 EAST 66 STREET,I4,011800
1014400045,MN,1440,45,108,118,5000,312 EAST 66 STREET,I4,011800
1014400047,MN,1440,47,108,118,5000,310 EAST 66 STREET,I4,011800
1014400048,MN,1440,48,108,118,5000,306 EAST 66 STREET,I4,011800
1014400049,MN,1440,49,108,118,5000,1256 2 AVENUE,I5,011800
1014400113,MN,1440,113,108,118,5000,327 EAST 65 STREET,S4,011800
1014400144,MN,1440,144,108,118,5000,316 EAST 66 STREET,I4,011800
1014410014,MN,1441,14,108,118,4002,321 EAST 66 STREET,D3,011800
1014410017,MN,1441,17,108,118,4002,333 EAST 66 STREET,D4,011800
1014410023,MN,1441,23,108,118,4002,1225 1 AVENUE,C7,011800
1014410025,MN,1441,25,108,118,4002,1229 1 AVENUE,C7,011800
1014410027,MN,1441,27,108,118,4002,1233 1 AVENUE,C7,011800
1014410030,MN,1441,30,108,118,4002,1237 1 AVENUE,C7,011800
1014410031,MN,1441,31,108,118,4002,342 EAST 67 STREET,D3,011800
1014410033,MN,1441,33,108,118,4002,338 EAST 67 STREET,C6,011800
1014410038,MN,1441,38,108,118,4002,328 EAST 67 STREET,P8,011800
1014410040,MN,1441,40,108,118,4002,326 EAST 67 STREET,I1,011800
1014417501,MN,1441,7501,108,118,4002,301 EAST 66 STREET,RM,011800
1014420001,MN,1442,1,108,118,4001,300 EAST 68 STREET,W1,011800
1014420015,MN,1442,15,108,118,4001,1245 1 AVENUE,Q2,011800
1014430001,MN,1443,1,108,118,4000,1296 2 AVENUE,D4,011800
1014430011,MN,1443,11,108,118,4000,333 EAST 68 STREET,D4,011800
1014430020,MN,1443,20,108,118,4000,353 EAST 68 STREET,I9,011800
1014430024,MN,1443,24,108,118,4000,1267 1 AVENUE,C7,011800
1014430025,MN,1443,25,108,118,4000,1269 1 AVENUE,D9,011800
1014430027,MN,1443,27,108,118,4000,1273 1 AVENUE,C7,011800
1014430030,MN,1443,30,108,118,4000,1279 1 AVENUE,D6,011800
1014430034,MN,1443,34,108,118,4000,356 EAST 69 STREET,B1,011800
1014430036,MN,1443,36,108,118,4000,350 EAST 69 STREET,A9,011800
1014430037,MN,1443,37,108,118,4000,346 EAST 69 STREET,M1,011800
1014430038,MN,1443,38,108,118,4000,344 EAST 69 STREET,M3,011800
1014430040,MN,1443,40,108,118,4000,338 EAST 69 STREET,A4,011800
1014430041,MN,1443,41,108,118,4000,334 EAST 69 STREET,B9,011800
1014430042,MN,1443,42,108,118,4000,332 EAST 69 STREET,B9,011800
1014430043,MN,1443,43,108,118,4000,328 EAST 69 STREET,A4,011800
1014430046,MN,1443,46,108,118,4000,320 EAST 69 STREET,B9,011800
1014430047,MN,1443,47,108,118,4000,316 EAST 69 STREET,A4,011800
1014430049,MN,1443,49,108,118,4000,1310 2 AVENUE,S9,011800
1014430050,MN,1443,50,108,118,4000,1308 2 AVENUE,S9,011800
1014430051,MN,1443,51,108,118,4000,1306 2 AVENUE,C7,011800
1014430122,MN,1443,122,108,118,4000,357 EAST 68 STREET,C7,011800
1014430129,MN,1443,129,108,118,4000,368 EAST 69 STREET,S1,011800
1014430132,MN,1443,132,108,118,4000,360 EAST 69 STREET,A4,011800
1014430134,MN,1443,134,108,118,4000,354 EAST 69 STREET,B1,011800
1014430140,MN,1443,140,108,118,4000,336 EAST 69 STREET,B9,011800
1014430142,MN,1443,142,108,118,4000,330 EAST 69 STREET,B9,011800
1014430144,MN,1443,144,108,118,4000,324 EAST 69 STREET,B9,011800
1014430148,MN,1443,148,108,118,4000,312 EAST 69 STREET,A4,011800
1014430149,MN,1443,149,108,118,4000,310 EAST 69 STREET,A9,011800
1014437501,MN,1443,7501,108,118,4000,359 EAST 68 STREET,RM,011800
1014440007,MN,1444,7,108,126,8000,309 EAST 69 STREET,C4,012600
1014440008,MN,1444,8,108,126,8000,315 EAST 69 STREET,D4,012600
1014440013,MN,1444,13,108,126,8000,321 EAST 69 STREET,D6,012600
1014440015,MN,1444,15,108,126,8000,333 EAST 69 STREET,D4,012600
1014440023,MN,1444,23,108,126,8000,1285 1 AVENUE,D4,012600
1014440027,MN,1444,27,108,126,8000,1293 1 AVENUE,C7,012600
1014440028,MN,1444,28,108,126,8000,1295 1 AVENUE,C7,012600
1014440030,MN,1444,30,108,126,8000,1299 1 AVENUE,C7,012600
1014440031,MN,1444,31,108,126,8000,330 EAST 70 STREET,D4,012600
1014440036,MN,1444,36,108,126,8000,326 EAST 70 STREET,C4,012600
1014440042,MN,1444,42,108,126,8000,314 EAST 70 STREET,C7,012600
1014440043,MN,1444,43,108,126,8000,310 EAST 70 STREET,D4,012600
1014440049,MN,1444,49,108,126,8000,1326 2 AVENUE,C7,012600
1014440050,MN,1444,50,108,126,8000,1324 2 AVENUE,C7,012600
1014440130,MN,1444,130,108,126,8000,338 EAST 70 STREET,C5,012600
1014447501,MN,1444,7501,108,126,8000,301 EAST 69 STREET,RM,012600
1014450006,MN,1445,6,108,126,7000,307 EAST 70 STREET,C4,012600
1014450007,MN,1445,7,108,126,7000,315 EAST 70 STREET,D4,012600
1014450014,MN,1445,14,108,126,7000,331 EAST 70 STREET,P5,012600
1014450020,MN,1445,20,108,126,7000,333 EAST 70 STREET,C7,012600
1014450021,MN,1445,21,108,126,7000,335 EAST 70 STREET,C7,012600
1014450023,MN,1445,23,108,126,7000,1305 1 AVENUE,D3,012600
1014450027,MN,1445,27,108,126,7000,1315 1 AVENUE,C7,012600
1014450028,MN,1445,28,108,126,7000,1317 1 AVENUE,C7,012600
1014450029,MN,1445,29,108,126,7000,1319 1 AVENUE,C7,012600
1014450030,MN,1445,30,108,126,7000,1321 1 AVENUE,C7,012600
1014450031,MN,1445,31,108,126,7000,336 EAST 71 STREET,C4,012600
1014450034,MN,1445,34,108,126,7000,332 EAST 71 STREET,C4,012600
1014450035,MN,1445,35,108,126,7000,330 EAST 71 STREET,D3,012600
1014450040,MN,1445,40,108,126,7000,310 EAST 71 STREET,D1,012600
1014450046,MN,1445,46,108,126,7000,308 EAST 71 STREET,C7,012600
1014450130,MN,1445,130,108,126,7000,340 EAST 71 STREET,M1,012600
1014457501,MN,1445,7501,108,126,7000,1328 2 AVENUE,RM,012600
1014460001,MN,1446,1,108,126,5000,1382 2 AVENUE,S9,012600
1014460002,MN,1446,2,108,126,5000,1384 2 AVENUE,S9,012600
1014460003,MN,1446,3,108,126,5000,1386 2 AVENUE,S9,012600
1014460004,MN,1446,4,108,126,5000,1388 2 AVENUE,C7,012600
1014460005,MN,1446,5,108,126,5000,303 EAST 71 STREET,D1,012600
1014460008,MN,1446,8,108,126,5000,311 EAST 71 STREET,D4,012600
1014460012,MN,1446,12,108,126,5000,321 EAST 71 STREET,D4,012600
1014460014,MN,1446,14,108,126,5000,331 EAST 71 STREET,D7,012600
1014460023,MN,1446,23,108,126,5000,1325 1 AVENUE,D4,012600
1014460038,MN,1446,38,108,126,5000,340 EAST 72 STREET,D4,012600
1014460042,MN,1446,42,108,126,5000,320 EAST 72 STREET,D4,012600
1014460051,MN,1446,51,108,126,5000,300 EAST 72 STREET,U7,012600
1014460052,MN,1446,52,108,126,5000,1390 2 AVENUE,C7,012600
1014467501,MN,1446,7501,108,126,5000,350 EAST 72 STREET,R4,012600
1014467502,MN,1446,7502,108,126,5000,308 EAST 72 STREET,RM,012600
1014467503,MN,1446,7503,108,126,5000,330 EAST 72 STREET,R4,012600
1014470005,MN,1447,5,108,126,1002,311 EAST 72 STREET,D9,012600
1014470009,MN,1447,9,108,126,1002,315 EAST 72 STREET,D4,012600
1014470013,MN,1447,13,108,126,1002,325 EAST 72 STREET,D4,012600
1014470017,MN,1447,17,108,126,1002,345 EAST 72 STREET,D3,012600
1014470018,MN,1447,18,108,126,1002,347 EAST 72 STREET,M1,012600
1014470019,MN,1447,19,108,126,1002,353 EAST 72 STREET,D4,012600
1014470023,MN,1447,23,108,126,1002,1347 1 AVENUE,D6,012600
1014470030,MN,1447,30,108,126,1002,1359 1 AVENUE,D6,012600
1014470031,MN,1447,31,108,126,1002,336 EAST 73 STREET,D3,012600
1014470033,MN,1447,33,108,126,1002,334 EAST 73 STREET,C7,012600
1014470034,MN,1447,34,108,126,1002,332 EAST 73 STREET,D3,012600
1014470035,MN,1447,35,108,126,1002,330 EAST 73 STREET,C7,012600
1014470036,MN,1447,36,108,126,1002,328 EAST 73 STREET,C6,012600
1014470037,MN,1447,37,108,126,1002,326 EAST 73 STREET,C6,012600
1014470041,MN,1447,41,108,126,1002,318 EAST 73 STREET,Z9,012600
1014470046,MN,1447,46,108,126,1002,308 EAST 73 STREET,C6,012600
1014470047,MN,1447,47,108,126,1002,304 EAST 73 STREET,D4,012600
1014477501,MN,1447,7501,108,126,1002,305 EAST 72 STREET,RM,012600
1014477502,MN,1447,7502,108,126,1002,1355 1 AVENUE,RM,012600
1014479030,MN,1447,9030,108,126,,EAST 73 STREET,V1,012600
1014480001,MN,1448,1,108,126,6000,1404 2 AVENUE,D6,012600
1014480003,MN,1448,3,108,126,6000,1408 2 AVENUE,D4,012600
1014480009,MN,1448,9,108,126,6000,311 EAST 73 STREET,C1,012600
1014480010,MN,1448,10,108,126,6000,313 EAST 73 STREET,C1,012600
1014480012,MN,1448,12,108,126,6000,317 EAST 73 STREET,C6,012600
1014480013,MN,1448,13,108,126,6000,319 EAST 73 STREET,C6,012600
1014480016,MN,1448,16,108,126,6000,325 EAST 73 STREET,P2,012600
1014480017,MN,1448,17,108,126,6000,345 EAST 73 STREET,D4,012600
1014480023,MN,1448,23,108,126,6000,1361 1 AVENUE,C7,012600
1014480024,MN,1448,24,108,126,6000,1363 1 AVENUE,C7,012600
1014480025,MN,1448,25,108,126,6000,1365 1 AVENUE,C7,012600
1014480026,MN,1448,26,108,126,6000,1367 1 AVENUE,C7,012600
1014480028,MN,1448,28,108,126,6000,1371 1 AVENUE,C7,012600
1014480029,MN,1448,29,108,126,6000,1373 1 AVENUE,C7,012600
1014480030,MN,1448,30,108,126,6000,1375 1 AVENUE,S9,012600
1014480037,MN,1448,37,108,126,6000,334 EAST 74 STREET,D3,012600
1014480039,MN,1448,39,108,126,6000,332 EAST 74 STREET,C1,012600
1014480040,MN,1448,40,108,126,6000,330 EAST 74 STREET,C4,012600
1014480041,MN,1448,41,108,126,6000,328 EAST 74 STREET,C6,012600
1014480043,MN,1448,43,108,126,6000,324 EAST 74 STREET,C5,012600
1014480044,MN,1448,44,108,126,6000,322 EAST 74 STREET,C5,012600
1014480045,MN,1448,45,108,126,6000,310 EAST 74 STREET,D1,012600
1014480130,MN,1448,130,108,126,6000,352 EAST 74 STREET,B1,012600
1014487501,MN,1448,7501,108,126,6000,340 EAST 74 STREET,R9,012600
1014490001,MN,1449,1,108,134,8000,1420 2 AVENUE,S5,013400
1014490008,MN,1449,8,108,134,8000,313 EAST 74 STREET,B1,013400
1014490009,MN,1449,9,108,134,8000,315 EAST 74 STREET,C7,013400
1014490010,MN,1449,10,108,134,8000,317 EAST 74 STREET,C1,013400
1014490011,MN,1449,11,108,134,8000,337 EAST 74 STREET,M1,013400
1014490020,MN,1449,20,108,134,8000,351 EAST 74 STREET,M1,013400
1014490023,MN,1449,23,108,134,8000,1429 1 AVENUE,O7,013400
1014490026,MN,1449,26,108,134,8000,1435 1 AVENUE,C7,013400
1014490038,MN,1449,38,108,134,8000,310 EAST 75 STREET,D1,013400
1014497501,MN,1449,7501,108,134,8000,330 EAST 75 STREET,RM,013400
1014497502,MN,1449,7502,108,134,8000,339 EAST 74 STREET,RM,013400
1014500001,MN,1450,1,108,134,7000,1440 2 AVENUE,D4,013400
1014500005,MN,1450,5,108,134,7000,305 EAST 75 STREET,C4,013400
1014500007,MN,1450,7,108,134,7000,309 EAST 75 STREET,C7,013400
1014500008,MN,1450,8,108,134,7000,311 EAST 75 STREET,D4,013400
1014500012,MN,1450,12,108,134,7000,319 EAST 75 STREET,D9,013400
1014500013,MN,1450,13,108,134,7000,321 EAST 75 STREET,C7,013400
1014500014,MN,1450,14,108,134,7000,323 EAST 75 STREET,C7,013400
1014500015,MN,1450,15,108,134,7000,325 EAST 75 STREET,M1,013400
1014500016,MN,1450,16,108,134,7000,327 EAST 75 STREET,C4,013400
1014500017,MN,1450,17,108,134,7000,329 EAST 75 STREET,C4,013400
1014500037,MN,1450,37,108,134,7000,352 EAST 76 STREET,D3,013400
1014500038,MN,1450,38,108,134,7000,350 EAST 76 STREET,C5,013400
1014500039,MN,1450,39,108,134,7000,348 EAST 76 STREET,C5,013400
1014500040,MN,1450,40,108,134,7000,346 EAST 76 STREET,C7,013400
1014500041,MN,1450,41,108,134,7000,344 EAST 76 STREET,C4,013400
1014500042,MN,1450,42,108,134,7000,342 EAST 76 STREET,C5,013400
1014500043,MN,1450,43,108,134,7000,332 EAST 76 STREET,G1,013400
1014500048,MN,1450,48,108,134,7000,330 EAST 76 STREET,C5,013400
1014500049,MN,1450,49,108,134,7000,1454 2 AVENUE,C7,013400
1014500050,MN,1450,50,108,134,7000,1452 2 AVENUE,C7,013400
1014500051,MN,1450,51,108,134,7000,1450 2 AVENUE,D7,013400
1014500109,MN,1450,109,108,134,,EAST 75 STREET,V1,013400
1014507501,MN,1450,7501,108,134,7000,333 EAST 74 STREET,R9,013400
1014510001,MN,1451,1,108,134,5000,1456 2 AVENUE,C7,013400
1014510002,MN,1451,2,108,134,5000,1458 2 AVENUE,C7,013400
1014510003,MN,1451,3,108,134,5000,1460 2 AVENUE,S9,013400
1014510004,MN,1451,4,108,134,5000,1462 2 AVENUE,C4,013400
1014510005,MN,1451,5,108,134,5000,303 EAST 76 STREET,C7,013400
1014510006,MN,1451,6,108,134,5000,305 EAST 76 STREET,C4,013400
1014510007,MN,1451,7,108,134,5000,307 EAST 76 STREET,C4,013400
1014510009,MN,1451,9,108,134,5000,311 EAST 76 STREET,C7,013400
1014510011,MN,1451,11,108,134,5000,343 EAST 76 STREET,D3,013400
1014510012,MN,1451,12,108,134,5000,345 EAST 76 STREET,C5,013400
1014510016,MN,1451,16,108,134,5000,353 EAST 76 STREET,C4,013400
1014510017,MN,1451,17,108,134,5000,355 EAST 76 STREET,G1,013400
1014510023,MN,1451,23,108,134,5000,1461 1 AVENUE,D4,013400
1014510028,MN,1451,28,108,134,5000,1471 1 AVENUE,C7,013400
1014510029,MN,1451,29,108,134,5000,1473 1 AVENUE,C7,013400
1014510030,MN,1451,30,108,134,5000,1475 1 AVENUE,C7,013400
1014510031,MN,1451,31,108,134,5000,350 EAST 77 STREET,D4,013400
1014510036,MN,1451,36,108,134,5000,340 EAST 77 STREET,C1,013400
1014510037,MN,1451,37,108,134,5000,336 EAST 77 STREET,C6,013400
1014510038,MN,1451,38,108,134,5000,334 EAST 77 STREET,C6,013400
1014510039,MN,1451,39,108,134,5000,332 EAST 77 STREET,C6,013400
1014510040,MN,1451,40,108,134,5000,330 EAST 77 STREET,D9,013400
1014510041,MN,1451,41,108,134,5000,328 EAST 77 STREET,C6,013400
1014510042,MN,1451,42,108,134,5000,324 EAST 77 STREET,C5,013400
1014510043,MN,1451,43,108,134,5000,322 EAST 77 STREET,C0,013400
1014510044,MN,1451,44,108,134,5000,320 EAST 77 STREET,C4,013400
1014510045,MN,1451,45,108,134,5000,318 EAST 77 STREET,C2,013400
1014510046,MN,1451,46,108,134,5000,316 EAST 77 STREET,C1,013400
1014510047,MN,1451,47,108,134,5000,304 EAST 77 STREET,C7,013400
1014510106,MN,1451,106,108,134,,EAST 76 STREET,V1,013400
1014510146,MN,1451,146,108,134,5000,314 EAST 77 STREET,B3,013400
